VBELN,KUNNR,ERDAT,ERNAM,VDATU,AUART,NETWR,WAERK
800000000000310,1003,2026-10-31,CHELSEYROGER,2026-06-10,RUSH,3209.64,USD
800000000000311,1009,2026-05-08,BROWNINGAPRI,2026-07-27,STANDARD,9756.61,USD
800000000000312,1008,2026-06-29,JENNIFER07,2026-05-02,STANDARD,52426.71,USD
800000000000313,1010,2026-07-02,JEFFREYWHITE,2026-10-21,STANDARD,73841.57,USD
800000000000314,1003,2026-06-09,CAROLYNDOMIN,2026-05-07,STANDARD,83883.11,USD
800000000000315,1005,2026-09-28,ZMOORE,2026-09-21,RUSH,25081.54,USD
800000000000316,1005,2026-07-10,JOYROCHA,2026-05-09,STANDARD,31922.88,USD
800000000000317,1010,2026-11-11,DGOMEZ,2026-08-17,RUSH,26652.35,USD
800000000000318,1002,2026-05-08,MARIA85,2026-06-09,STANDARD,85426.91,USD
800000000000319,1002,2026-07-02,DERRICK16,2026-10-14,RUSH,80577.85,USD
800000000000320,1009,2026-05-24,TIMOTHY26,2026-07-10,RUSH,22608.21,USD
800000000000321,1001,2026-10-31,JESSE77,2026-07-27,RUSH,96680.33,USD
800000000000322,1009,2026-08-17,KNGUYEN,2026-10-14,STANDARD,17971.75,USD
800000000000323,1002,2026-10-31,STEVENSRHOND,2026-11-23,RUSH,48101.22,USD
800000000000324,1007,2026-06-09,ADAMSDANA,2026-07-02,STANDARD,93057.43,USD
800000000000325,1008,2026-05-24,ERICAHAMILTO,2026-05-09,RUSH,7631.34,USD
800000000000326,1001,2026-10-02,OTODD,2026-06-29,STANDARD,36151.16,USD
800000000000327,1006,2026-07-11,PESTRADA,2026-10-26,STANDARD,91028.97,USD
800000000000328,1007,2026-10-02,FRANK54,2026-11-11,RUSH,69187.25,USD
800000000000329,1003,2026-09-28,MANNPAMELA,2026-07-27,STANDARD,17553.68,USD
800000000000330,1006,2026-07-10,EDIAZ,2026-10-27,RUSH,42486.14,USD
800000000000331,1004,2026-10-31,MURPHYLAURA,2026-10-27,STANDARD,58363.65,USD
800000000000332,1008,2026-09-29,RLIU,2026-06-09,RUSH,62578.64,USD
800000000000333,1003,2026-11-11,ASHLEYMASSEY,2026-06-10,RUSH,82466.97,USD
800000000000334,1005,2026-10-27,JACQUELINEGR,2026-10-02,RUSH,2692.71,USD
800000000000335,1003,2026-05-08,AMBERGOMEZ,2026-08-17,STANDARD,93317.69,USD
800000000000336,1010,2026-11-23,CTHOMAS,2026-07-11,RUSH,646.8,USD
800000000000337,1010,2026-10-02,TBROOKS,2026-11-24,STANDARD,2322.33,USD
800000000000338,1005,2026-07-10,XTHOMAS,2026-06-27,STANDARD,33588.2,USD
800000000000339,1006,2026-10-26,OMCCARTHY,2026-08-16,RUSH,74801.54,USD
800000000000340,1005,2026-05-02,QAUSTIN,2026-09-29,STANDARD,48177.75,USD
800000000000341,1007,2026-07-10,MARTINTOMMY,2026-11-05,STANDARD,79299.15,USD
800000000000342,1007,2026-06-29,ORODRIGUEZ,2026-11-05,RUSH,12761.3,USD
800000000000343,1004,2026-06-10,TRACEYWALKER,2026-05-09,RUSH,77981.4,USD
800000000000344,1010,2026-10-02,DAVISJASON,2026-11-24,STANDARD,18254.32,USD
800000000000345,1006,2026-10-27,WALKERPAUL,2026-09-21,STANDARD,85019.76,USD
800000000000346,1001,2026-08-16,CHRISTOPHER3,2026-11-05,RUSH,10170.58,USD
800000000000347,1005,2026-11-23,GMATA,2026-10-02,RUSH,7201.08,USD
800000000000348,1002,2026-09-28,STEPHANIEDUN,2026-05-02,RUSH,84448.35,USD
800000000000349,1001,2026-10-27,WDECKER,2026-09-28,STANDARD,94773.7,USD
800000000000350,1005,2026-10-14,KATRINA26,2026-06-09,RUSH,2490.92,USD
800000000000351,1002,2026-11-05,KAYLAKING,2026-06-26,STANDARD,28616.83,USD
800000000000352,1008,2026-10-31,DAVIDMOSLEY,2026-10-26,STANDARD,32230.07,USD
800000000000353,1008,2026-06-29,BRUCEMELISSA,2026-05-24,STANDARD,87092.4,USD
800000000000354,1001,2026-07-27,DANIELLEYOUN,2026-07-02,RUSH,34816.72,USD
800000000000355,1001,2026-05-02,KENTRODRIGUE,2026-10-26,RUSH,3209.53,USD
800000000000356,1003,2026-05-02,RCAMPBELL,2026-09-29,STANDARD,85733.35,USD
800000000000357,1006,2026-10-21,JOSEPH49,2026-11-11,STANDARD,85970.23,USD
800000000000358,1006,2026-10-11,QROACH,2026-05-07,STANDARD,59129.27,USD
800000000000359,1007,2026-06-27,SCHULTZREBEC,2026-05-08,STANDARD,29702.0,USD
800000000000360,1009,2026-07-11,SOLOMONMATTH,2026-05-08,STANDARD,82368.59,USD
800000000000361,1004,2026-10-31,STEVEN52,2026-11-24,STANDARD,17844.82,USD
800000000000362,1008,2026-09-21,ELLIOTTELIZA,2026-05-09,RUSH,56759.83,USD
800000000000363,1007,2026-06-26,PEARSONSCOTT,2026-10-26,STANDARD,84274.48,USD
800000000000364,1010,2026-09-28,STEPHEN29,2026-08-17,RUSH,48826.58,USD
800000000000365,1001,2026-07-02,TRAVIS38,2026-05-24,RUSH,94754.68,USD
800000000000366,1009,2026-10-11,YBROWN,2026-11-11,STANDARD,13113.53,USD
800000000000367,1003,2026-11-05,PENAMEGAN,2026-07-02,RUSH,27438.49,USD
800000000000368,1003,2026-05-02,CALEB56,2026-10-26,STANDARD,96526.89,USD
800000000000369,1003,2026-07-10,STEPHANIE77,2026-10-26,STANDARD,53780.6,USD
800000000000370,1003,2026-07-10,JASMINE12,2026-06-29,STANDARD,66359.24,USD
800000000000371,1006,2026-11-24,GARY92,2026-10-26,STANDARD,35172.19,USD
800000000000372,1006,2026-05-09,JENNIFER57,2026-06-29,RUSH,27676.23,USD
800000000000373,1001,2026-10-31,DAVIDCONTRER,2026-08-16,STANDARD,77000.87,USD
800000000000374,1009,2026-06-27,ROBERTLYNCH,2026-07-27,STANDARD,21621.62,USD
800000000000375,1002,2026-10-02,THOMAS60,2026-08-16,STANDARD,32779.39,USD
800000000000376,1005,2026-09-28,PHILIP49,2026-06-29,STANDARD,91203.5,USD
800000000000377,1009,2026-11-23,CARTERSTACEY,2026-07-02,STANDARD,97798.22,USD
800000000000378,1008,2026-05-24,DSPEARS,2026-10-27,RUSH,10199.81,USD
800000000000379,1002,2026-11-24,TONYACARLSON,2026-06-09,STANDARD,99460.05,USD
800000000000380,1002,2026-11-05,MARTINEZPHIL,2026-09-28,RUSH,15130.27,USD
800000000000381,1001,2026-05-24,NICHOLSKELLY,2026-06-27,RUSH,81944.39,USD
800000000000382,1008,2026-05-24,ALEXIS48,2026-10-27,RUSH,81900.21,USD
800000000000383,1008,2026-10-27,CHRISTINECRO,2026-05-07,RUSH,50499.59,USD
800000000000384,1007,2026-05-08,AWILLIAMS,2026-05-07,STANDARD,34671.06,USD
800000000000385,1009,2026-07-10,RUBENRODRIGU,2026-10-27,RUSH,20849.72,USD
800000000000386,1006,2026-07-02,WKANE,2026-07-02,RUSH,76999.59,USD
800000000000387,1009,2026-11-11,MIRANDA63,2026-05-24,RUSH,62800.82,USD
800000000000388,1002,2026-11-05,LEEVICTOR,2026-10-14,RUSH,31364.25,USD
800000000000389,1004,2026-05-07,BROWNLEROY,2026-06-09,RUSH,73650.22,USD
800000000000390,1008,2026-10-31,KFRANK,2026-09-28,RUSH,19279.24,USD
800000000000391,1004,2026-05-08,TWELLS,2026-05-07,RUSH,11919.07,USD
800000000000392,1005,2026-09-29,JASMINE51,2026-05-09,STANDARD,12139.32,USD
800000000000393,1005,2026-05-08,WAYNESHEA,2026-09-29,STANDARD,83183.63,USD
800000000000394,1005,2026-11-11,PHILLIP76,2026-10-27,RUSH,36047.6,USD
800000000000395,1008,2026-11-23,KBARRETT,2026-11-23,STANDARD,89677.22,USD
800000000000396,1006,2026-05-02,CHRISTINE45,2026-05-24,RUSH,41933.48,USD
800000000000397,1007,2026-07-02,RACHEL27,2026-08-16,STANDARD,78241.34,USD
800000000000398,1005,2026-05-08,KEITH34,2026-11-23,RUSH,72645.97,USD
800000000000399,1005,2026-06-09,JULIE47,2026-05-24,RUSH,69292.61,USD
800000000000400,1002,2026-06-26,KRYSTAL03,2026-11-11,RUSH,33866.67,USD
800000000000401,1002,2026-11-23,BIANCA99,2026-06-26,RUSH,97686.23,USD
800000000000402,1010,2026-10-02,SIMSDENNIS,2026-09-29,STANDARD,60871.93,USD
800000000000403,1007,2026-11-05,ADRIANMCCLAI,2026-11-24,STANDARD,26170.26,USD
800000000000404,1001,2026-06-29,ROBERTSJOSHU,2026-10-14,RUSH,38365.42,USD
800000000000405,1001,2026-11-23,DGONZALEZ,2026-08-17,STANDARD,19485.11,USD
800000000000406,1010,2026-07-11,JNICHOLSON,2026-06-29,RUSH,88207.86,USD
800000000000407,1002,2026-05-24,ANGELROBINSO,2026-05-09,RUSH,97339.52,USD
800000000000408,1008,2026-07-27,MCCARTHYDANA,2026-05-02,RUSH,76925.54,USD
800000000000409,1007,2026-09-21,MORGAN55,2026-05-08,STANDARD,89854.29,USD
800000000000410,1009,2026-06-27,CADAMS,2026-10-26,STANDARD,72921.4,USD
800000000000411,1007,2026-10-31,KENDRA74,2026-09-29,STANDARD,23625.66,USD
800000000000412,1005,2026-10-11,MURRAYMICHEL,2026-11-11,STANDARD,21231.35,USD
800000000000413,1006,2026-05-08,JRUIZ,2026-07-11,RUSH,31975.92,USD
800000000000414,1001,2026-07-10,STEPHENRICE,2026-10-14,RUSH,7151.41,USD
800000000000415,1005,2026-07-11,BROWNCHRISTO,2026-07-27,RUSH,49106.82,USD
800000000000416,1004,2026-10-21,SLLOYD,2026-06-29,STANDARD,5764.01,USD
800000000000417,1001,2026-10-21,NAVARROJASON,2026-10-14,STANDARD,77191.17,USD
800000000000418,1006,2026-09-28,JHALL,2026-06-27,RUSH,25570.45,USD
800000000000419,1008,2026-06-27,MREYNOLDS,2026-06-10,RUSH,70159.44,USD
800000000000420,1007,2026-05-07,MARIAWARREN,2026-05-02,RUSH,4179.52,USD
800000000000421,1006,2026-11-11,ROSSJOSEPH,2026-11-11,RUSH,74912.7,USD
800000000000422,1002,2026-08-17,COLLINSDIANA,2026-05-08,STANDARD,7597.15,USD
800000000000423,1001,2026-05-02,DILLONLISA,2026-06-29,RUSH,49980.2,USD
800000000000424,1004,2026-06-27,RANDY75,2026-06-29,RUSH,96647.14,USD
800000000000425,1006,2026-10-31,ALISONPAGE,2026-05-07,STANDARD,26982.07,USD
800000000000426,1002,2026-05-09,JOSEPHKEITH,2026-10-21,STANDARD,2911.75,USD
800000000000427,1009,2026-06-10,MCMAHONSTEVE,2026-07-11,RUSH,91790.35,USD
800000000000428,1002,2026-10-26,ANNA29,2026-10-21,STANDARD,98497.51,USD
800000000000429,1006,2026-07-27,RODRIGUEZAND,2026-05-24,RUSH,84402.14,USD
800000000000430,1004,2026-06-27,GMONTGOMERY,2026-06-26,STANDARD,52856.93,USD
800000000000431,1006,2026-06-10,ITURNER,2026-10-14,STANDARD,67563.73,USD
800000000000432,1003,2026-07-10,FWHITE,2026-06-29,RUSH,69968.35,USD
800000000000433,1005,2026-10-14,ADAMSJULIA,2026-09-29,STANDARD,41147.77,USD
800000000000434,1008,2026-06-10,CHRISTINEWIL,2026-05-09,STANDARD,10558.01,USD
800000000000435,1004,2026-10-21,ALEXANDER20,2026-10-27,STANDARD,32207.14,USD
800000000000436,1002,2026-05-09,EMILY39,2026-07-27,RUSH,90195.39,USD
800000000000437,1007,2026-05-24,ESMITH,2026-11-24,RUSH,28494.92,USD
800000000000438,1002,2026-10-21,WEBBJOSHUA,2026-06-09,STANDARD,11999.55,USD
800000000000439,1003,2026-09-21,TERESA67,2026-06-29,RUSH,37774.93,USD
800000000000440,1004,2026-06-27,JOHNSONSTEVE,2026-07-27,STANDARD,88132.87,USD
800000000000441,1009,2026-09-21,KJONES,2026-09-28,STANDARD,78447.36,USD
800000000000442,1009,2026-07-11,NINASOTO,2026-07-02,STANDARD,90623.73,USD
800000000000443,1010,2026-10-02,STEVENSTEWAR,2026-06-29,STANDARD,92019.95,USD
800000000000444,1010,2026-08-16,BENNETTJOHN,2026-05-07,RUSH,69262.1,USD
800000000000445,1003,2026-06-29,TWOOD,2026-11-11,STANDARD,13950.24,USD
800000000000446,1008,2026-10-14,LAURATAYLOR,2026-09-29,RUSH,49021.18,USD
800000000000447,1005,2026-10-21,KENNETH65,2026-05-08,RUSH,90801.77,USD
800000000000448,1003,2026-07-02,JWU,2026-05-09,STANDARD,9041.68,USD
800000000000449,1005,2026-07-11,DANIELLE93,2026-07-27,RUSH,34746.28,USD
800000000000450,1001,2026-10-02,AARONANDERSO,2026-10-14,RUSH,42394.67,USD
800000000000451,1006,2026-07-11,ANGELA64,2026-10-02,RUSH,45447.73,USD
800000000000452,1008,2026-07-10,UROBERTS,2026-11-05,STANDARD,17448.46,USD
800000000000453,1009,2026-10-31,ROBERTRICE,2026-10-11,STANDARD,24765.87,USD
800000000000454,1010,2026-11-11,BSNOW,2026-05-09,RUSH,38960.03,USD
800000000000455,1001,2026-05-08,GSLOAN,2026-10-02,RUSH,62050.87,USD
800000000000456,1009,2026-10-26,PJOHNSON,2026-09-29,RUSH,69811.26,USD
800000000000457,1005,2026-08-16,MARIA62,2026-11-05,RUSH,62022.5,USD
800000000000458,1004,2026-06-09,MICHAELDAVIS,2026-05-07,RUSH,40673.54,USD
800000000000459,1004,2026-09-28,TBROOKS,2026-09-29,RUSH,65375.08,USD
800000000000460,1003,2026-09-29,JOHNSONMARIA,2026-10-27,RUSH,28416.31,USD
800000000000461,1007,2026-10-27,TODDKING,2026-06-29,RUSH,40491.25,USD
800000000000462,1001,2026-05-07,MICHELE60,2026-11-23,STANDARD,17286.72,USD
800000000000463,1004,2026-07-02,EOLSON,2026-08-16,STANDARD,43015.13,USD
800000000000464,1008,2026-07-02,JONESJANET,2026-08-16,RUSH,36580.75,USD
800000000000465,1001,2026-11-11,FLORESHELEN,2026-06-10,STANDARD,67166.0,USD
800000000000466,1008,2026-10-26,KHAYES,2026-06-09,RUSH,34167.58,USD
800000000000467,1005,2026-08-16,MCPHERSONERI,2026-09-21,STANDARD,72347.42,USD
800000000000468,1007,2026-09-29,FLORESKELSEY,2026-10-31,STANDARD,83541.33,USD
800000000000469,1006,2026-09-28,IVAN14,2026-05-24,RUSH,1104.24,USD
800000000000470,1006,2026-11-24,WALTERSALLIS,2026-10-31,STANDARD,69784.52,USD
800000000000471,1006,2026-08-17,CASSIE01,2026-05-08,RUSH,2491.0,USD
800000000000472,1007,2026-09-21,ALICIACOLEMA,2026-09-28,RUSH,134.46,USD
800000000000473,1010,2026-05-07,WHITNEYMCMAH,2026-11-23,STANDARD,79883.12,USD
800000000000474,1008,2026-10-21,HEATHERJAMES,2026-10-31,STANDARD,74408.72,USD
800000000000475,1007,2026-09-21,NATHAN38,2026-08-17,STANDARD,68178.75,USD
800000000000476,1002,2026-06-10,KIMTAMARA,2026-06-10,RUSH,28913.18,USD
800000000000477,1002,2026-05-09,AARONGAMBLE,2026-09-21,RUSH,68420.22,USD
800000000000478,1006,2026-08-17,OROBINSON,2026-11-23,RUSH,86437.85,USD
800000000000479,1005,2026-05-24,NMCLAUGHLIN,2026-10-11,RUSH,63449.56,USD
800000000000480,1010,2026-11-24,DAVIDWALLS,2026-10-14,RUSH,34092.69,USD
800000000000481,1006,2026-06-26,JESSICA37,2026-07-27,STANDARD,71509.94,USD
800000000000482,1008,2026-05-08,CALEB21,2026-09-29,RUSH,74138.1,USD
800000000000483,1006,2026-05-07,KAREN81,2026-11-05,STANDARD,51359.22,USD
800000000000484,1005,2026-09-21,BETHSCOTT,2026-05-07,RUSH,59187.09,USD
800000000000485,1002,2026-10-21,KRISTAANDERS,2026-08-16,STANDARD,93311.22,USD
800000000000486,1005,2026-07-11,JOANNBROWN,2026-07-02,STANDARD,68517.95,USD
800000000000487,1005,2026-07-02,IBARRERA,2026-09-29,STANDARD,99949.74,USD
800000000000488,1004,2026-06-09,VICTORIA06,2026-05-08,RUSH,39875.57,USD
800000000000489,1008,2026-11-24,DSUMMERS,2026-08-16,RUSH,63071.89,USD
800000000000490,1010,2026-11-05,XCLARK,2026-07-11,RUSH,56307.7,USD
800000000000491,1006,2026-05-02,CHADMORSE,2026-05-09,STANDARD,29028.07,USD
800000000000492,1003,2026-11-23,AARONMORGAN,2026-06-10,RUSH,62596.18,USD
800000000000493,1010,2026-05-02,CASTROANNE,2026-10-02,RUSH,29563.96,USD
800000000000494,1009,2026-05-24,LNGUYEN,2026-05-07,STANDARD,21441.96,USD
800000000000495,1007,2026-09-29,XHUNTER,2026-09-21,RUSH,18953.42,USD
800000000000496,1008,2026-07-11,NICOLESMITH,2026-08-16,RUSH,13664.59,USD
800000000000497,1007,2026-10-14,LAURENROMAN,2026-08-17,STANDARD,56694.52,USD
800000000000498,1010,2026-10-27,DAVISJACKSON,2026-07-11,STANDARD,63226.75,USD
800000000000499,1004,2026-11-11,CANTUTIMOTHY,2026-07-02,STANDARD,49875.58,USD
800000000000500,1005,2026-10-27,JEFFREYRODRI,2026-07-02,STANDARD,23445.23,USD
800000000000501,1007,2026-07-10,ERICAWEAVER,2026-10-02,STANDARD,54742.86,USD
800000000000502,1002,2026-07-27,HARMONWILLIA,2026-07-27,RUSH,68699.75,USD
800000000000503,1006,2026-05-07,PAUL76,2026-05-07,RUSH,99017.9,USD
800000000000504,1004,2026-11-11,SIMMONSMICHA,2026-08-17,STANDARD,48378.13,USD
800000000000505,1009,2026-11-05,DANIELLEKRUE,2026-07-27,RUSH,36706.19,USD
800000000000506,1002,2026-09-29,MARYJOHNSON,2026-05-08,RUSH,84307.41,USD
800000000000507,1006,2026-10-14,JOHNSONWANDA,2026-08-17,STANDARD,81118.16,USD
800000000000508,1008,2026-06-10,KIRK64,2026-10-26,RUSH,53800.9,USD
800000000000509,1001,2026-10-11,WILLIAM00,2026-05-07,STANDARD,87765.15,USD
800000000000510,1009,2026-06-09,KATHRYN69,2026-09-29,RUSH,48996.43,USD
800000000000511,1001,2026-10-26,MICHELE27,2026-05-07,RUSH,4577.4,USD
800000000000512,1001,2026-06-27,KIMBERLY02,2026-07-11,STANDARD,8684.56,USD
800000000000513,1004,2026-08-17,HHILL,2026-09-29,RUSH,76284.27,USD
800000000000514,1008,2026-10-11,MARISALEWIS,2026-10-31,STANDARD,70214.01,USD
800000000000515,1002,2026-11-05,ELLISVANESSA,2026-05-02,STANDARD,73200.79,USD
800000000000516,1010,2026-06-27,KATHLEEN84,2026-05-02,STANDARD,73680.91,USD
800000000000517,1008,2026-11-23,BUCHANANMIKA,2026-11-23,RUSH,27902.51,USD
800000000000518,1009,2026-10-27,JOHN83,2026-08-16,RUSH,92703.9,USD
800000000000519,1006,2026-05-24,GEOFFREYMORR,2026-05-08,STANDARD,61010.12,USD
800000000000520,1001,2026-11-23,UHICKMAN,2026-07-27,RUSH,84984.26,USD
800000000000521,1006,2026-08-16,OLSENSEAN,2026-09-21,STANDARD,63315.27,USD
800000000000522,1008,2026-11-11,LISAHUFF,2026-08-16,STANDARD,70676.08,USD
800000000000523,1001,2026-11-23,STHOMAS,2026-05-24,STANDARD,9526.87,USD
800000000000524,1003,2026-05-02,JESSICAGLENN,2026-06-27,RUSH,99526.98,USD
800000000000525,1001,2026-11-11,BLACKCHRISTO,2026-08-17,STANDARD,87468.18,USD
800000000000526,1007,2026-07-27,CARLA95,2026-07-10,STANDARD,1507.21,USD
800000000000527,1009,2026-06-26,MICHELLENELS,2026-10-31,STANDARD,48810.8,USD
800000000000528,1010,2026-10-21,KEVIN71,2026-05-24,RUSH,61499.85,USD
800000000000529,1001,2026-05-02,HENSLEYCAROL,2026-05-24,STANDARD,84063.88,USD
800000000000530,1008,2026-10-11,TRAVISROBERT,2026-07-11,STANDARD,26499.03,USD
800000000000531,1002,2026-10-21,DENNISDAVIDS,2026-06-27,RUSH,2396.42,USD
800000000000532,1003,2026-06-26,DAVID52,2026-10-11,RUSH,93810.52,USD
800000000000533,1004,2026-10-31,GWERNER,2026-09-29,STANDARD,93734.31,USD
800000000000534,1002,2026-06-27,MITCHELLSUZA,2026-05-07,RUSH,65605.11,USD
800000000000535,1002,2026-07-27,JTORRES,2026-05-09,RUSH,98865.44,USD
800000000000536,1002,2026-10-02,JNOVAK,2026-05-07,RUSH,59187.07,USD
800000000000537,1003,2026-10-11,JOHNSIMMONS,2026-05-07,RUSH,77011.25,USD
800000000000538,1005,2026-05-08,TRICIA26,2026-07-10,RUSH,7396.49,USD
800000000000539,1003,2026-06-26,MARGARET08,2026-07-27,STANDARD,30251.85,USD
800000000000540,1004,2026-06-29,JOSHUA25,2026-09-28,RUSH,31741.77,USD
800000000000541,1006,2026-10-26,STEFANIE87,2026-07-10,STANDARD,58040.37,USD
800000000000542,1006,2026-10-27,ROBIN80,2026-10-27,STANDARD,53462.99,USD
800000000000543,1002,2026-09-28,JENNIFER79,2026-06-09,STANDARD,73013.91,USD
800000000000544,1001,2026-09-28,JEFFREY23,2026-11-11,RUSH,65682.92,USD
800000000000545,1002,2026-10-31,QSALAS,2026-08-17,STANDARD,84210.84,USD
800000000000546,1001,2026-10-21,KINGJAMES,2026-09-29,RUSH,4339.44,USD
800000000000547,1006,2026-05-24,PHILLIPHERNA,2026-05-08,RUSH,84544.4,USD
800000000000548,1008,2026-09-28,WIGGINSJOANN,2026-10-26,STANDARD,52274.38,USD
800000000000549,1006,2026-10-26,MARKMILLER,2026-10-31,STANDARD,66422.36,USD
800000000000550,1001,2026-07-02,ASHLEYHARPER,2026-11-11,STANDARD,50536.44,USD
800000000000551,1002,2026-11-05,MITCHELLJAME,2026-10-31,RUSH,17440.83,USD
800000000000552,1002,2026-11-05,TRUJILLODAVI,2026-06-27,STANDARD,69545.12,USD
800000000000553,1006,2026-09-29,DDAVIS,2026-08-17,RUSH,39341.04,USD
800000000000554,1007,2026-09-29,MOONEYJUSTIN,2026-05-07,STANDARD,83748.38,USD
800000000000555,1002,2026-11-24,ERIK10,2026-05-02,STANDARD,82076.85,USD
800000000000556,1006,2026-06-26,EDWARDPUGH,2026-10-27,STANDARD,37193.95,USD
800000000000557,1007,2026-06-10,ODEAN,2026-05-24,STANDARD,63251.02,USD
800000000000558,1004,2026-09-28,OIRWIN,2026-05-08,STANDARD,61171.65,USD
800000000000559,1001,2026-08-16,ANDREW80,2026-07-11,RUSH,32669.8,USD
800000000000560,1006,2026-07-11,JAREDWILSON,2026-11-23,RUSH,27456.26,USD
800000000000561,1001,2026-10-26,BRENDANSIMMO,2026-07-02,RUSH,40346.36,USD
800000000000562,1005,2026-09-29,MATTHEW06,2026-10-02,RUSH,21373.96,USD
800000000000563,1003,2026-10-02,JACLYNWILLIA,2026-11-05,RUSH,56402.99,USD
800000000000564,1003,2026-09-29,SHAWNFISHER,2026-10-21,RUSH,29858.7,USD
800000000000565,1007,2026-06-10,DEBORAH98,2026-06-29,RUSH,74426.27,USD
800000000000566,1010,2026-05-02,NICHOLAS65,2026-05-09,RUSH,87294.94,USD
800000000000567,1003,2026-07-10,ECOLEMAN,2026-11-23,RUSH,99220.37,USD
800000000000568,1006,2026-06-09,DOUGLASROSS,2026-06-26,RUSH,35238.74,USD
800000000000569,1006,2026-07-27,GCASTRO,2026-06-09,RUSH,9582.45,USD
800000000000570,1006,2026-09-21,LARRYWILSON,2026-10-21,RUSH,13305.66,USD
800000000000571,1003,2026-11-05,RPOTTER,2026-09-21,STANDARD,20969.3,USD
800000000000572,1001,2026-10-14,NOAHGARCIA,2026-05-09,STANDARD,52200.54,USD
800000000000573,1001,2026-06-10,LARRYGREEN,2026-11-05,STANDARD,73353.46,USD
800000000000574,1006,2026-10-31,MICHELLEMURP,2026-09-28,RUSH,22229.74,USD
800000000000575,1007,2026-07-10,CINDY78,2026-05-02,STANDARD,6133.82,USD
800000000000576,1004,2026-07-02,INGRAMTHOMAS,2026-07-27,RUSH,33558.88,USD
800000000000577,1007,2026-11-11,WAGNERNATASH,2026-11-05,RUSH,12446.72,USD
800000000000578,1007,2026-10-11,KEVINMCMILLA,2026-07-10,RUSH,97449.26,USD
800000000000579,1008,2026-10-21,WRIGHTANGELA,2026-10-27,RUSH,97527.41,USD
800000000000580,1002,2026-11-24,TIMOTHYSUTTO,2026-09-21,RUSH,69922.04,USD
800000000000581,1006,2026-05-09,BROWNKENNETH,2026-10-26,STANDARD,47804.42,USD
800000000000582,1007,2026-06-09,GOODMANJIMMY,2026-10-21,STANDARD,98646.76,USD
800000000000583,1006,2026-09-28,SARAHBROWN,2026-06-26,STANDARD,99803.4,USD
800000000000584,1002,2026-10-26,CCOLEMAN,2026-07-10,RUSH,75748.72,USD
800000000000585,1007,2026-11-24,KMCINTYRE,2026-05-02,STANDARD,73668.18,USD
800000000000586,1004,2026-05-08,EMILY31,2026-09-29,STANDARD,87898.91,USD
800000000000587,1010,2026-10-02,GROBERTS,2026-05-09,RUSH,82978.47,USD
800000000000588,1009,2026-06-27,TONY01,2026-05-07,STANDARD,34755.38,USD
800000000000589,1010,2026-06-10,ROBERTA02,2026-06-27,RUSH,57635.53,USD
800000000000590,1008,2026-10-14,MELISSATORRE,2026-07-02,RUSH,93921.79,USD
800000000000591,1002,2026-05-07,MEZAREBECCA,2026-09-21,STANDARD,53029.09,USD
800000000000592,1004,2026-07-10,FOSTERELIZAB,2026-10-14,STANDARD,14807.53,USD
800000000000593,1010,2026-06-10,BARRROBERT,2026-07-02,RUSH,62397.14,USD
800000000000594,1008,2026-10-26,ZACHARYHERNA,2026-10-31,STANDARD,37495.95,USD
800000000000595,1009,2026-09-21,AUSTINTHOMAS,2026-05-02,RUSH,4224.9,USD
800000000000596,1008,2026-05-24,JERMAINE71,2026-09-28,STANDARD,12001.84,USD
800000000000597,1008,2026-07-02,BBROWN,2026-11-23,STANDARD,59185.81,USD
800000000000598,1006,2026-06-10,KWEBB,2026-06-10,RUSH,89197.37,USD
800000000000599,1007,2026-10-21,ELIZABETH61,2026-09-29,STANDARD,79130.9,USD
800000000000600,1007,2026-05-09,OYOUNG,2026-11-11,STANDARD,49792.22,USD
800000000000601,1004,2026-10-14,JONATHANJONE,2026-08-17,RUSH,95339.55,USD
800000000000602,1005,2026-05-02,BROWNTODD,2026-10-21,RUSH,74865.18,USD
800000000000603,1007,2026-09-29,CRYSTAL11,2026-10-31,RUSH,90224.88,USD
800000000000604,1002,2026-07-10,MELANIE86,2026-06-26,RUSH,98338.32,USD
800000000000605,1001,2026-06-09,TRANJANET,2026-11-05,STANDARD,13252.48,USD
800000000000606,1002,2026-07-27,CARRIEMORGAN,2026-11-23,STANDARD,31162.44,USD
800000000000607,1008,2026-06-10,TRAY,2026-09-29,STANDARD,7087.82,USD
800000000000608,1005,2026-10-31,KFOX,2026-09-29,RUSH,85006.78,USD
800000000000609,1005,2026-06-26,RICHARDWILSO,2026-06-27,STANDARD,13216.16,USD
800000000000610,1008,2026-06-09,JSOLIS,2026-08-17,RUSH,66745.56,USD
800000000000611,1006,2026-09-21,IEVERETT,2026-10-26,STANDARD,31040.4,USD
800000000000612,1006,2026-08-16,BBENNETT,2026-10-14,RUSH,71688.69,USD
800000000000613,1010,2026-06-09,NJOHNSON,2026-06-10,STANDARD,76670.36,USD
800000000000614,1002,2026-11-24,CYNTHIA12,2026-07-02,STANDARD,41178.81,USD
800000000000615,1006,2026-10-27,FBARBER,2026-05-08,RUSH,10850.66,USD
